,text
2468,5月25日，KPL常规赛最后两轮，南京HERO久竞以2:3不敌广州TTG，这意味着HERO晋级胜者组的机会又降低了一成，此时此刻，或许没有多少人会相信HERO能够顺利进入胜者组，更不要说争夺冠军。败方采访中HERO惯例推出了帅哥无畏，然而输掉比赛的无畏并没有垂头丧气，而是斩钉截铁、自信满满的说：我们一定会进胜者组。这种不屈的斗志和年轻气盛的感觉既熟悉又陌生，恰如18年春天那个横空出世的铁血之师。
2469,18年KPL春季预选赛，一支全新的队伍以11胜1负的傲人战绩脱颖而出。虽然选手都是新面孔，但带队的那个男人并不陌生，这个人就是三次带队杀入KPL，两次将队伍卖掉的黑心商人-久哲。只是这一次，久哲没有卖掉队伍，而是正式踏上KPL的舞台。
2470,18年3月24日，HERO进入KPL的第二个对手便是17年斩获三冠的QG。在被QG连下两局的前提下，HERO爆发出惊人的能量：缜密的配合，严苛的战术执行，出色的个人能力，HERO顶住压力完成让2追3的翻盘。
2471,HERO之所以能够在场上打出完美的战术配合，很大一部分原因是因为HERO主教练久哲场下奉行的军事化管理。久哲打破了电竞圈通宵排位、11点起床的惯例，要求队员规律作息，每年两次军训。赛训方面久哲更是铁面无私，不仅批评不留情面，更会有罚款、扣奖金等措施惩罚屡次犯错的队员。
2472,虽然看上去不留情面，但这种管理方式给整个团队极强的战术素养，体现在赛场上就是使命必达的执行力，再加上久哲对版本的独到理解以及久诚、柠栀、最初等一批极具天赋且自信的选手，HERO出道即巅峰，他们复刻了17年QG的壮举，1年3冠，开辟了属于自己的王朝。
2473,然而一切看上去欣欣向荣的HERO是否真的无敌了呢？
2474,19年春季转会期，刚刚拿下18年冬冠的HERO竟挂出了自家主力中路选手久诚和边路柠栀。为何HERO核心选手会选择在巅峰时离开？这一切还要从久哲的带队风格说起。
2475,久哲是一个控制欲很强的人，他为队伍制定了一套非常严苛的规则，从长远角度来说，久哲的这些规定对选手和俱乐部的发展有一定好处。但如果单从选手的角度来说，久哲无异于专制独断的大魔王，特别是当选手已经成长为拥有万千粉丝的超级明星后，久哲的这种居高临下的管理方式显得冰冷无情，很容易让选手产生落差，这也让曾经亲密无间的师徒关系逐渐产生裂隙。
2476,老子曾说：刚者易折。久哲过于强硬的管理方式催生了选手的反抗，功成名就的选手想要更舒适的环境也无可厚非。但久哲也有自己的心机，他将选手的转会费挂出了天价。三届FMVP得主久诚未能如愿转会，而柠栀则以千万身价加盟EDG.M。
2477,俗话说，人心散了，队伍不好带了。久诚虽未能成功转会，但HERO早已不在是当初那个无所畏惧的铁血之师。于此同时恰逢王者荣耀版本改革，射手逐渐崛起，HERO赖以成名的中核战术失灵，18年斩获三冠的HERO逐渐走下神坛。
2478,而久哲和久诚的再也回不到最开始的模样。19年秋季赛久诚成为替补，少有出场机会，20年春，久诚如愿以偿的转会至DYG。而久哲也选择卸任主教练，隐居幕后。19年HERO开始大量启用新人，开启了自己的重建之路。
2479,然而当久哲和老一批的HERO选手离开之后，HERO失去了那股神韵，虽然年轻选手依然天赋异禀，但重组后的HERO依然像一支断了线的风筝，向更深的低谷滑落。
2480,20年KPL春季赛HERO打出了2胜13负的历史最差战绩，被网友戏称为“吉祥三宝”。甚至有人传出HERO会卖名额。
2481,但真正的HERO粉丝从不会放弃希望，因为每当队伍到了生死存亡的时刻，那个男人总会站出来，拯救队伍于水火之中。
2482,20年秋季赛，久哲带着全新的HERO再次回归。此时的HERO早已褪去三冠王的光环，而久哲也悄然发生着变化，他不再是那个不苟言笑，不近人情的大魔王。虽然他依然对选手有着严苛的要求，但他严苛之上多了一些感性。他能体谅选手这个年纪的好奇和冲动，也会向选手表露自己的内心。
2483,在久哲回归后的生日会上，久哲热切的许下了一个诺言：想跟大家去看总决赛的人山人海。
2484,而久哲也实现了他的诺言。20年冬冠，久哲带着天赋异禀的无畏、清融、子阳、久酷、星痕问鼎冠军。时光流转，历史总是惊人的相似，HERO依然是在寂寂无名、不被看好的情况下，靠着超强的凝聚力和执行力一路披荆斩棘，笑到了最后。HERO的传奇并没有结束，21年春季赛，HERO延续着自己的神话。他们不仅冲进了胜者组，先后战胜了积分第一的ESTAR和实力强劲的TTG，久哲和这支年轻的HERO以黑马的姿态再次闯入总决赛。
2485,这支HERO让我看到了18年三冠王的影子，年轻、天赋、团结、铁血。但历练后的久哲也为这支队伍注入了全新的属性：乐观。劣势下的冷静、百折不挠的韧性、输掉比赛后依旧高昂的斗志。
2486,何意百炼刚，化为绕指柔，久哲不再是那个冷酷无情的大魔王，不讲人情的黑心商人。他是理性中带着热血，感性中带着准则的人生导师。
2487,英雄不屈，戎甲不弃。虽然大家已不再是当年的模样，但HERO和久哲对冠军的执着未曾改变，愿总决赛赛上山呼海啸的呐喊声再次为HERO响起：HERO，无敌。
2488,KPL春季赛季后赛胜者组第一轮的比赛如期而至，武汉ESTARPRO对阵到南京HERO久竞。这场比赛虽然不会产生淘汰的队伍，毕竟是胜者组，但是获胜的队伍可以直接锁定四强，对于后续的比赛有非常大的优势。武汉ESTARPRO在常规赛后期打出了5连胜的成绩，原本大家都非常看好他们，不过HERO展现出了非常强劲的实力，4-1战胜ESTARPRO，成功晋级胜者组第二轮。
2489,首局一上来双方都没有BAN镜和澜，也都没有选，都在省英雄，HERO使用大乔体系先拿一分。第二局依旧是HERO占据优势，不过花海的澜在大逆风的情况下力挽狂澜，帮助队伍扳回一局。第三局和第四局几乎也是一样的剧本，HERO都是从前期开始就占据主动权，几乎是把ESTAR压得喘不过气来，几乎每个人的状态都拉满了，甚至到了第四局结束都还没用过镜和澜。
2490,第五局ESTAR这边已经退无可退，给花海选择了裴擒虎，今屿则是选出鲁班七号，HERO久竞这边则是给清融拿出了招牌英雄西施。这局前期ESTAR终于拿到了优势，花海的裴擒虎发育非常顺利，但是打着打着HERO的经济逐渐追上了，利用清融的西施开了好几波团战。18分钟的时候ESTAR试图一波，花海和无心两个人用命在留人，鲁班七号和廉颇两个人想要强行一波，但是清融的西施一打二的情况下守住了水晶，还击杀了廉颇，极限守住了水晶。拖到后期ESTAR面对三路超级兵的压力已经无力回天，最终HERO4-1拿下胜利。
2491,这场比赛的走势确实出乎了很多人的预料，除了第5局比赛之外，几乎每一局都是HERO的优势，要不是第二局花海的澜强行CARRY带队翻盘的话，四局就已经结束了。有优势的HERO久竞往往也打得特别老道，心态非常稳。冬冠FMVP清融也展现出了无解的实力，不知火舞和西施两大招牌英雄都打出了非常好的效果。
2492,本赛季常规赛ESTAR的状态确实不错，尤其是最后一周气势如虹。但是季后赛的HERO确实永远都不能小看，只要有久哲在，HERO似乎就永远有一种魔力，上限就是非常高。久哲和SK堪称是老对手了，两人在BO7当中的交手都是久哲更胜一筹，这次的比赛从BP上来说SK并没有明显的劣势，每局的阵容也不差，但就是莫名其妙被久哲压制了，可能这就是久哲的魔力。HERO这支队伍在KPL一共打了12次BO7，赢下了其中的九局，不得不感叹久哲的实力。
2493,HERO久竞作为冬冠的冠军，虽然常规赛的时候状态有一定波动，但是在季后赛的HERO确实完全不一样。或者是HERO在BO5和BO7的赛制下也是完全不同的两支队伍，HERO的战术体系非常丰富，并且久哲的BP总是能考虑得更多一步。赢下这场比赛之后，HERO将要面对TTG和AG超玩会之间的胜者，不管对手是谁，久哲和HERO应该都已经准备好了。
2494,大家对于HERO战胜ESTARPRO有何看法呢？欢迎在评论区聊聊吧。
2495,7月29日，王者荣耀世冠正赛第二个比赛日，刚刚在春季赛拿下冠军的南京HERO并没有展现出王者之姿，在第一日以0：3不敌ESTAR，他们艰难的以3：2战胜GK，收获世冠首胜。
2496,HERO这两局中久哲的换人争议最大，第一局中久哲在0：2的情况下换下久酷，换上铃铛，而第二场比赛中久哲只让久酷打了一局就匆匆下场。那么久酷和铃铛是否真的是HERO胜负的关键呢？
2497,从铃铛登场的比赛来看，铃铛上场后HERO整体战术仍然没有发生太大的变化，他们的打法依然是中野节奏为主，射手位并非HERO的节奏核心，HERO对射手的要求是线上稳住，团战打出足够的输出。铃铛和久酷的区别更多体现在个人操作风格上。
2498,久酷特点是稳，他是联盟中少数几个不太需要队友帮助的射手，自己就能照顾好自己。久酷团战“偷输出”的能力很强，经常能找到出其不意的位置打出高额输出。但久酷的缺点在于压迫性不足，他很难像一诺、今屿那样一打多，打出惊艳全场的操作，这也是追求稳定的副作用。
2499,铃铛从这几场比赛来看也是放养型射手，但他的站位更靠前，也更敢打输出。铃铛很喜欢得理不饶人的硬操作，优势下他能占到更多便宜。但铃铛也会因为过于激进的打法吃亏，例如第二局铃铛开局压线过深，被对手橘右京GANK，送出一血。
2500,当然铃铛还有一个最大的优势：年轻，久哲向来喜欢启用新人，冬冠时就启用新人星痕，为HERO发掘出一位冉冉升起的边路新星。不过久哲在如此重要的比赛中锻炼新人还是遭到了很多人的质疑，久哲这样做确实太过冒险。
2501,个人认为久哲的换人确实过于冒险，但高风险的另一面是高收益，封神和超鬼其实就在一线之间。相比打法已经成型的久酷，铃铛身上确实有成为超级射手的潜力，但以目前的状体来看，他还需要更多成长空间，久哲这次很有可能赌输了。
2502,大家如何看待久哲的换人呢？
2503,KPL春季赛季后赛胜者组决赛，南京HERO对阵到广州TTG，这场比赛的胜者直接就能进入决赛，大家都觉得比赛的过程会非常精彩，不过比赛的过程显得相对平淡，HERO的整体性比TTG强很多，整局比赛TTG基本上都没有什么还手之力，最终HERO4-1战胜TTG，率先挺进总决赛！
2504,首局比赛一上来HERO就拿出了不太常见的体系，用黄忠来针对TTG的伽罗，用长手打长手，并且起到了奇效，TTG的伽罗完全没有什么发挥空间，HERO赢得很轻松。随后HERO选出了大乔体系，整局比赛并没有什么激烈的团战，双方也没有太多击杀，打着打着HERO就拿到了优势，并且迅速滚起雪球，TTG根本没有什么还手之力。
